title,authors,cover_url,description,tags,source_url
A Manual for the Use of the General Court,Massachusetts. General Court,http://books.google.com/books/content?id=X7gKAQAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Contains rules of both branches of the General Court, the constitution of the commonwealth and that of the United States, lists of executive, legislative and judicial departments of the state, etc.",Massachusetts,https://play.google.com/store/books/details?id=X7gKAQAAIAAJ&source=gbs_api
AMER CYCLOPAEDIA,George 1802-1880 Ripley,http://books.google.com/books/content?id=TG0tvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,History,http://books.google.com/books?id=TG0tvgAACAAJ&dq=a&hl=&as_pt=BOOKS&source=gbs_api
The Nurse Practitioner in Urology,Susanne A. Quallich; Michelle J. Lajiness,http://books.google.com/books/content?id=waL0DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"This new edition updates the previous one and adds additional content related to postoperative management, pain management, LGBTQ care, and uroradiology. This book is designed to meet the needs of nurse practitioners, advanced practice nurses globally and physician assistants working in urology. Content assumes some background knowledge regarding the normal anatomy and physiology of the genitourinary system and the pathophysiology underlying specific urologic health-related problems. This ensures that the provider can pursue exemplary management of patients with acute and chronic urologic conditions in a wide variety of settings, including independent practices, and academic urologic practices. This manual fills the gaps that traditional curricula may have left, permitting the reader to proceed with confident management of adult patients with urologic care needs, promoting the role of a skilled clinician in urology, especially for chronic, non-operative urologic conditions while recognizing those conditions which may benefit from surgical management.As the burden of urologic disease increases with an aging U.S. population, it is increasingly clear that nurse practitioners and physician assistants will be called on to move into roles caring for patients with urologic disease. Use of NPs and PAs to their highest education will become an increasingly important strategy for maintaining access and reducing costs, in the context of urologist workforce that is shrinking. However, urology topics receive sporadic attention in NP and PA curricula, leaving practicing NPs and PAs with gaps in their knowledge concerning trends and recommendations for management of urologic health conditions. As this demand for provider visits for urologic concerns increases, the demand for provider services to care for patients with urologic health concerns will also increase, and presents the opportunity for both NPs and PAs to move into specialty practice environments within urology.",Medical,https://play.google.com/store/books/details?id=waL0DwAAQBAJ&source=gbs_api
Me and My Hormones Walking Down Fifth Avenue,Elaine,http://books.google.com/books/content?id=HTyOAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"A short story told like a stand-up comedy act, all true. How a little Jewish woman from Queens experiences life. From the eyes of a childlike adult. Her artistic designing style merges with her scientific/medical profession. Told in a storylike fashion to a friend, the reader. A spiritual love story of how an adventurous soul can overcome challenges and emerge grateful to live and tell her tale of Bliss.",Biography & Autobiography,https://play.google.com/store/books/details?id=HTyOAAAAQBAJ&source=gbs_api
A Mandate to Grow,Eduardo A. Cavallo; Andrew Powell,http://books.google.com/books/content?id=PjF7DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"The 2018 Macroeconomic Report, A Mandate to Grow, revisits the growth debate that has been raging in the region for the past half century. Viewing the debate from this long-term perspective allows for a focus on the structural factors that have prevented Latin America and the Caribbean from reaching the growth potential required to keep pace with faster growing regions and to fulfill the aspirations of its population.",Business & Economics,https://play.google.com/store/books/details?id=PjF7DwAAQBAJ&source=gbs_api
The Civil War Letters of John A. Boon,John A. Boon; Ruth Lauer Hughes,,,United States,http://books.google.com/books?id=ieLHHAAACAAJ&dq=a&hl=&as_pt=BOOKS&source=gbs_api
Language Teaching,Robert Lado,http://books.google.com/books/content?id=3BFZAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""Here is a clear discussion of the theory and application of structural linguistics for the teacher of foreign languages and of English as a foreign language. This is the first book to incorporate a modern theory of second language learning, a scientifically directed set of principles and techniques for the teaching of a foreign language, and a description and a discussion of the use of such technological aids as the language laboratory, visual aids, teaching machines, and programmed learning. The author, a linguistic authority and acknowledged specialist in classroom methods and procedures, combines the three main streams of progress in language teaching; the contribution of linguistics, the advances in learning theory, and the development of tape recorders and language laboratories. The result is a major contribution to language teaching.""--Publisher.",Language Arts & Disciplines,http://books.google.com/books?id=3BFZAAAAMAAJ&dq=a&hl=&as_pt=BOOKS&source=gbs_api
The Condition of Correctional Education in Minnesota,Duane A. Rominger,http://books.google.com/books/content?id=GalMAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,Corrections,http://books.google.com/books?id=GalMAQAAMAAJ&dq=a&hl=&as_pt=BOOKS&source=gbs_api
A Life for the Confederacy,Robert A. Moore,http://books.google.com/books/content?id=gT3jAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,Mississippi,http://books.google.com/books?id=gT3jAAAAMAAJ&dq=a&hl=&as_pt=BOOKS&source=gbs_api
Problems of the Deaf,Max A. Goldstein,http://books.google.com/books/content?id=2R-cLgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,General,http://books.google.com/books?id=2R-cLgEACAAJ&dq=a&hl=&as_pt=BOOKS&source=gbs_api
Microcomputers and Microelectronics,Charles J. Sippl; David A. Kidd,,,General,http://books.google.com/books?id=aADDPgAACAAJ&dq=a&hl=&as_pt=BOOKS&source=gbs_api
Pounding Down... One Day at a Time,Ruth A. Manieri,http://books.google.com/books/content?id=kLwTqAs4h3gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Having dealt with weight loss over many years, I decided to write my thoughts about such in the form of poetry. Many hours were spent compiling suitable information and writing my thoughts about dieting and weight loss. I tried to pinpoint specific areas that I found to be troublesome and challenging. I thought that a person might find it easier to read a poem with some specific meaning for a day's diet routine rather than a lengthy article. Hence my idea of a poetry book about a weight loss theme. I also wanted to offer this book as a keepsake of a job well done so a person, can record their thoughts and meal plans for each day's effort in the weight loss struggle.",Self-Help,http://books.google.com/books?id=kLwTqAs4h3gC&dq=a&hl=&as_pt=BOOKS&source=gbs_api
A Time to Die,Wilbur A. Smith,,,General,http://books.google.com/books?id=ZHyo0AEACAAJ&dq=a&hl=&as_pt=BOOKS&source=gbs_api
A Time of Legends,Rick McIntyre; David A Poulsen,http://books.google.com/books/content?id=Bo_J0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"For fans of A Wolf Called Wander, a legendary pair and an unexpected rival collide in this action-packed second installment of The Chronicles of the Yellowstone Wolves series. Praise for Book 1 in the series ""An inspiring read for any child who loves the natural world.""--ROSANNE PARRY, NEW YORK TIMES BESTSELLING AUTHOR OF A WOLF CALLED WANDER Raised by his adoptive father, Wolf 21 has become one of Yellowstone's most famous wolves. As leader of the Druid pack, he's known for his bravery, his kindness, and his commitment to his mate--the equally impressive Wolf 42. Together, they are a couple the likes of which the park has never seen. Then there's Wolf 302: a flirt who avoids fights, naps during conflicts, and begs for food instead of hunting. When the trouble-making rebel starts hanging around the Druids, 21 and 42 try to drive him away, but 302 keeps coming back, and, little by little, begins to grow out of his immature ways. But is it enough? Does 302 have what it takes to become an alpha like the greats who came before him? Drawing on Rick McIntyre's work with the wolves of Yellowstone and told in an engaging style that brilliantly captures the real-life drama of the wolves' lives, A Time of Legends is a powerful story of redemption and transformation. Book 2 in The Chronicles of the Yellowstone Wolves series! In The Chronicles of the Yellowstone Wolves series, renowned wolf expert Rick McIntyre and award-winning author David A. Poulsen team up to bring the fascinating stories of the Yellowstone wolves to a new generation of readers. Based on McIntyre's award-winning, bestselling books for adult readers, and containing a wealth of scientifically sound information on wolf behavior, this series is written in an engaging style that brings the drama and intrigue of the wolves' world to life.",Juvenile Nonfiction,http://books.google.com/books?id=Bo_J0AEACAAJ&dq=a&hl=&as_pt=BOOKS&source=gbs_api
The Entrepreneur,Joseph A. Schumpeter,http://books.google.com/books/content?id=AzJgYgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Joseph Schumpeter is seen as the foremost theoretician of entrepreneurship. In addition, Schumpeter, whose ""creative destruction"" is as famous as Milton Friedman's ""there is no free lunch,"" is increasingly recognized as a major economist, often given the same stature as John Maynard Keynes. Schumpeter spent the last twenty years of his life as a Professor of Economics at Harvard University. English-speaking readers may be familiar with some of his works, especially The Theory of Economic Development and the classic Capitalism, Socialism, and Democracy. However, very few of Schumpeter's key texts on the entrepreneur and entrepreneurship have been available in English. This anthology contains several newly translated texts and puts together, for the very first time, all of Schumpeter's writings on the entrepreneur and entrepreneurship. English-speaking readers will now be able to access the entire palette of Schumpeter's work and to follow the evolution of his ideas over time. The volume begins with an introduction that points readers to the most important aspects of the works presented. The introduction also attempts to go beyond Schumpeter's ideas, drawing on his basic intuitions of entrepreneurship to share a couple of key notions: that entrepreneurship consists of a new combination of already existing elements in the economy and that the entrepreneur has to break through resistance to the new idea, in him or herself as well as in others.",Business & Economics,http://books.google.com/books?id=AzJgYgEACAAJ&dq=a&hl=&as_pt=BOOKS&source=gbs_api
Indo-European Ax : Axi : Axu,Francis A. Wood,http://books.google.com/books/content?id=ibmczQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,General,http://books.google.com/books?id=ibmczQEACAAJ&dq=a&hl=&as_pt=BOOKS&source=gbs_api
Electrical Code and Practical Q & A,Philip A. Pirrone,,,Electricians,http://books.google.com/books?id=XK-6tgAACAAJ&dq=a&hl=&as_pt=BOOKS&source=gbs_api
John A. Duff Interview,John A. Duff; Murray Duff,,"Transcript of an interview conducted by Murray Duff, son of John A. Duff, on 15 April 1985 for the Ray Hillam military history project. John A. Duff was stationed in Ft. Benning, Georgia, as an Army aviator before he was assigned to Vietnam in 1965. He served with the 197th Armed Helicopter Company and took over as a platoon commander. He told about his combat experiences, the various missions in which he participated, and the strategies employed. John A. Duff was a member of the Church of Jesus Christ of Latter-Day Saints, and he felt that his religion protected him even though he was shot at every day. Because he did not drink alcohol, many of the other soldiers trusted him more than those who did. He lost many of his friends in combat, came close to losing his life many times, and was shot down four times. He thought that the war was not justified and that the U.S. should have decided if it was fighting to win or to lose the war.",Mormons,http://books.google.com/books?id=TZDoSAAACAAJ&dq=a&hl=&as_pt=BOOKS&source=gbs_api
A Chorus of Cranes,Paul A. Johnsgard,http://books.google.com/books/content?id=-ZbgCwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""Accompanied by the stunning photography of Mangelsen, Johnsgard details the natural history, biology and conservation issues surrounding the abundant sandhill crane and the endangered whooping crane in North America""--",Nature,http://books.google.com/books?id=-ZbgCwAAQBAJ&dq=a&hl=&as_pt=BOOKS&source=gbs_api
"Herman A. and Malvina Schleicher House, 11-41 123rd Street, Queens",New York (N.Y.). Landmarks Preservation Commission; Matthew A. Postal,,,Architecture,http://books.google.com/books?id=RfeE0AEACAAJ&dq=a&hl=&as_pt=BOOKS&source=gbs_api
Finding Home,Marissa A. Cheng,,"Is homelessness a problem? What if you considered homelessness to be a state, rather than a problem, and provided for it accordingly in the urban landscape? As roads and water and sewer lines are one type of infrastructure, a diverse mix of dwelling types is another kind of infrastructure - the infrastructure in which we live. This thesis looks at the way the homeless have sheltered themselves in the past, and comes to several conclusions about how they might be sheltered in the future such that homelessness becomes a natural part of the urban landscape. Through this process of changing societal attitudes through the design of physical space, homelessness loses its label of ""problem"" and becomes more accepted as a way of life.",General,http://books.google.com/books?id=AqGxtgAACAAJ&dq=a&hl=&as_pt=BOOKS&source=gbs_api
A Reference Catalogue of Books on Fine and Applied Art,"Paul A. Struck, Inc",,,Art,http://books.google.com/books?id=iscFHAAACAAJ&dq=a&hl=&as_pt=BOOKS&source=gbs_api
A Much Recorded War,Frederic A. Sharf; Anne Nishimura Morse; Sebastian Dobson,http://books.google.com/books/content?id=-16OzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Essays by Sebastian Dobson, Anne Nishimura Morse and Frederic A. Sharf.","Art, European",http://books.google.com/books?id=-16OzgEACAAJ&dq=a&hl=&as_pt=BOOKS&source=gbs_api
Thoughts and Creations,Philip A. Lea,http://books.google.com/books/content?id=emM_mAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"MY BOOK IS BASED ON POEMS THAT I WROTE DOWN ON MY THOUGHTS AND CREATIONS. THEY WERE POEMS THAT I WROTE ON FISHING, CLIMATE CHANGE, GOD, SWIMMING POOLS (INDOORS AND OUT DOOR POOLS) IN THE SUMMER TIME. I WROTE POEMS ON OUT DOOR ICE RINKS, FAMILY DAY, VALITIMES DAY, DOGS AND CATS. I WROTE POEMS ON HOUSE PLANTS, FOOD, PAPER ROUTES I WROTE POEMS ABOUT BIKE RIDING, SNOW AND ICE STORMS AND DAYS OF WINTER. I WROTE POEMS ON AS I LIVE, KITCHEN, POEMS, MAD WOMEN, TATRUM. I AM A SIMPLE TOOL. AND OTHER POEMS.",Poetry,http://books.google.com/books?id=emM_mAEACAAJ&dq=a&hl=&as_pt=BOOKS&source=gbs_api
A Booklist for Children and Parents,Judith A. Kimball; New Hampshire State Library,,,Infants,http://books.google.com/books?id=mNYGHQAACAAJ&dq=a&hl=&as_pt=BOOKS&source=gbs_api
Educational Psychology,Richard C. Sprinthall; Norman A. Sprinthall,http://books.google.com/books/content?id=H_hEAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,Educational psychology,http://books.google.com/books?id=H_hEAAAAYAAJ&dq=a&hl=&as_pt=BOOKS&source=gbs_api
I'll Be Back When Summer's in the Meadow,Melanie A. Ippolito,http://books.google.com/books/content?id=theltwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Merriam Press Military Monograph 133. Second Edition (January 2012). The beautiful and amazing love letters written by Muriel Mitchell, an Irish woman, and Raymond Friscia, an American Army sergeant during World War II. This is the first of three planned volumes and covers 1942-43. Very detailed coverage of how the war affected these two and the people around them. Contents: The Editor; Dedication; Acknowledgments; Introduction; 1942; Muriel Mitchell; January 1943; February 1943; March 1943; April 1943; May 1943; June 1943; July 1943; August 1943; September 1943; October 1943; November 1943; December 1943. 60 photos, letters, envelopes, documents. The Author: Melanie Ippolito lives in upstate New York with her husband Len. Their two grown sons and many of their extended family live close-by, and she still has ties to her cousins in Northern Ireland. Melanie is a graduate of the University at Buffalo with a BA in Sociology. She has worked in a number of public libraries throughout the years. This World War II Chronicle is her first book and she is currently working on the second volume of this trilogy.",History,http://books.google.com/books?id=theltwAACAAJ&dq=a&hl=&as_pt=BOOKS&source=gbs_api
A Handbook of Pictorial Art,R. St. John 1827-1895 Tyrwhitt; A. 1839-1921 MacDonald,http://books.google.com/books/content?id=f-e8DAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",General,http://books.google.com/books?id=f-e8DAEACAAJ&dq=a&hl=&as_pt=BOOKS&source=gbs_api
Beyond the Farmyard,Stephanie A. Harper,http://books.google.com/books/content?id=BBseAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Beyond the Farmyard is a second in a series of books telling short tales in rhyme. In each book there is an unusual mix of animals enjoying short adventures together.,Juvenile Fiction,https://play.google.com/store/books/details?id=BBseAwAAQBAJ&source=gbs_api
